Order_ID,Order_Date,Order_Time,Order_Month,Order_DayOfWeek,Order_Status,Customer_ID,Customer_Name,Customer_Phone,Customer_Type,Delivery_Country,Delivery_City,Delivery_Area,Delivery_Address,Delivery_Latitude,Delivery_Longitude,Restaurant_ID,Restaurant_Brand,Restaurant_Category,Restaurant_Cuisine,Restaurant_Founded,Restaurant_Country,Restaurant_City,Restaurant_Area,Restaurant_Address,Restaurant_Latitude,Restaurant_Longitude,Restaurant_Rating,Restaurant_OnFoodpanda_Since,Restaurant_IsChain,Product_Name,Product_Category,Quantity,Unit_Price_USD,Unit_Cost_USD,Order_Subtotal_USD,Delivery_Fee_USD,Discount_USD,Promo_Code,Net_Order_Value_USD,Food_Cost_USD,Restaurant_Commission_USD,Packaging_Cost_USD,Rider_Salary_Cost_USD,Marketing_Cost_USD,Platform_Fee_USD,Gross_Revenue_USD,Total_Cost_USD,Gross_Profit_USD,Foodpanda_Net_Rev_USD,Profit_Margin_Pct,Payment_Method,Payment_Status,Rider_ID,Rider_Name,Delivery_Time_Min,On_Time,Rider_Rating,Customer_Rating,Panda_Pro_Member,App_Platform,Is_Late_Night_Order,Is_Weekend
FP-001614,2024-01-03,08:31,Jan-2024,Wednesday,Delivered,CUST-00252,Reza Malik,+98156227043,Loyal,Thailand,Chiang Mai,Santitham,"185 Avenue 20, Santitham",18.757922,98.949637,REST-0065,Pasta Palace,Casual Dining,Italian,2012,Thailand,Chiang Mai,Nimman,189 Market Rd,18.794635,99.038978,3.7,2016,No,Pepperoni Pizza,Italian,1,15.06,4.67,15.06,2.04,0.0,,17.1,4.67,3.06,0.46,1.27,1.0,0.39,17.1,7.4,9.7,2.76,56.73,Credit Card,Paid,RIDER-0090,Emily Wang,71,No,2.7,3.3,No,iOS,No,No
FP-000176,2024-01-03,01:37,Jan-2024,Wednesday,Cancelled,CUST-00558,Priya Wong,+81963251765,Returning,Pakistan,Islamabad,Blue Area,"266 Lane 18, Blue Area",33.694834,73.044617,REST-0023,Wok & Roll,Fast Food,Chinese,2009,Pakistan,Islamabad,F-7,129 Food Ave,33.74905,73.108931,3.3,2019,No,Spring Rolls 4pc,Chinese,1,6.07,1.75,6.07,2.23,0.0,,8.3,1.75,0.83,0.37,1.99,0.19,0.24,8.3,4.3,4.0,0.75,48.19,Debit Card,Refunded,RIDER-0169,Zara Ali,0,N/A,3.6,,No,iOS,Yes,No
FP-003120,2024-01-03,01:31,Jan-2024,Wednesday,Delivered,CUST-00737,David Ali,+86502074351,Loyal,Thailand,Chiang Mai,Nimman,"10 Lane 9, Nimman",18.768687,99.006766,REST-0061,La Mexicana,Casual Dining,Mexican,2013,Thailand,Chiang Mai,Nimman,22 Park Lane,18.811014,98.984385,3.3,2022,No,Quesadilla,Mexican,1,8.6,2.63,8.6,2.81,1.23,SAVE15,10.18,2.63,1.3,0.43,1.13,0.36,0.18,11.41,4.55,5.63,2.37,49.34,Credit Card,Paid,RIDER-0121,David Liu,27,Yes,3.6,4.6,No,iOS,Yes,No
FP-002593,2024-01-03,20:05,Jan-2024,Wednesday,Late Delivered,CUST-00610,Kim Wong,+91440419907,Returning,Bangladesh,Dhaka,Gulshan,"76 Street 10, Gulshan",23.852622,90.395798,REST-0037,Sushi King,Casual Dining,Japanese,1995,Bangladesh,Dhaka,Banani,82 Food Ave,23.780085,90.391418,4.4,2021,Yes,Tuna Roll,Japanese,2,10.5,3.31,21.0,2.76,0.0,,23.76,6.62,2.75,0.23,2.04,1.05,0.49,23.76,9.94,13.82,2.68,58.16,Cash on Delivery,Paid,RIDER-0090,Emily Wang,21,Yes,4.8,3.1,No,iOS,No,No
FP-001087,2024-01-03,17:47,Jan-2024,Wednesday,Refunded,CUST-00495,Juan Park,+61634764290,Returning,Hong Kong,Hong Kong,Mong Kok,"102 Block 20, Mong Kok",22.364542,114.121193,REST-0150,Shawarma Zone,Fast Food,Middle Eastern,2011,Hong Kong,Hong Kong,Tsim Sha Tsui,179 Park Lane,22.303109,114.21744,4.4,2021,No,Hummus & Pita,Middle Eastern,2,11.76,3.64,23.52,6.25,0.0,,29.77,7.28,3.22,0.65,3.78,0.87,0.49,29.77,12.58,17.19,4.66,57.74,Debit Card,Refunded,RIDER-0006,Sofia Patel,36,Yes,3.8,4.3,Yes,Android,No,No
FP-000572,2024-01-04,11:00,Jan-2024,Thursday,Delivered,CUST-00612,Juan Liu,+95954059995,Loyal,Taiwan,Taichung,Xitun,"50 Street 15, Xitun",24.124904,120.631874,REST-0137,Yoshinoya,Fast Food,Japanese,1899,Taiwan,Taichung,Xitun,151 Market Rd,24.186822,120.625956,4.5,2022,Yes,Edamame,Japanese,2,5.71,1.55,11.42,3.94,1.69,SAVE15,13.67,3.1,2.36,0.48,1.91,0.46,0.28,15.36,5.95,7.72,3.73,50.26,Credit Card,Paid,RIDER-0176,Sara Wang,32,Yes,2.7,2.3,No,Web,No,No
FP-002202,2024-01-04,18:26,Jan-2024,Thursday,Delivered,CUST-00286,David Ahmed,+71992649957,Loyal,Cambodia,Phnom Penh,Toul Kork,"152 Lane 2, Toul Kork",11.525652,104.973815,REST-0154,Din Tai Fung,Fine Dining,Chinese,1958,Cambodia,Phnom Penh,Toul Kork,48 Commerce Blvd,11.528488,104.968549,3.3,2019,Yes,Sweet & Sour Pork,Chinese,1,9.04,2.72,9.04,1.8,0.0,PANDAPRO,10.84,2.72,1.67,0.19,0.74,0.32,0.18,10.84,3.97,6.87,2.4,63.38,Credit Card,Paid,RIDER-0003,Ahmed Wong,34,Yes,5.0,2.6,No,Android,No,No
FP-002910,2024-01-04,11:30,Jan-2024,Thursday,Delivered,CUST-00487,Ji Chen,+98462516271,Returning,Pakistan,Islamabad,F-7,"81 Street 1, F-7",33.716634,73.116733,REST-0021,Ichiban Boshi,Casual Dining,Japanese,1993,Pakistan,Islamabad,F-7,77 Market Rd,33.752069,73.12209,4.2,2020,Yes,Gyoza 6pc,Japanese,1,7.29,2.24,7.29,1.38,2.12,NEWUSER30,6.55,2.24,1.41,0.44,0.85,0.43,0.25,8.67,3.96,2.59,1.32,29.87,Cash on Delivery,Paid,RIDER-0188,Siti Wang,23,Yes,5.0,4.2,No,iOS,No,No
FP-000545,2024-01-04,01:46,Jan-2024,Thursday,Delivered,CUST-00229,Emily Sharma,+78182389284,Loyal,Cambodia,Phnom Penh,BKK1,"274 Street 11, BKK1",11.59481,104.961778,REST-0160,Burger King,Fast Food,American,1953,Cambodia,Phnom Penh,BKK1,55 Market Rd,11.554904,104.974906,3.4,2019,Yes,Vanilla Milkshake,American,2,4.08,1.24,8.16,1.18,0.0,,9.34,2.48,1.0,0.3,1.25,0.37,0.25,9.34,4.4,4.94,0.51,52.89,Debit Card,Paid,RIDER-0044,Aisha Lee,24,Yes,2.5,4.5,No,Web,Yes,No
FP-001457,2024-01-04,03:39,Jan-2024,Thursday,Delivered,CUST-00462,Lena Ali,+64583156434,Returning,Hong Kong,Hong Kong,Causeway Bay,"184 Avenue 16, Causeway Bay",22.299223,114.178876,REST-0146,Pho Saigon,Casual Dining,Vietnamese,2009,Hong Kong,Hong Kong,Mong Kok,42 Commerce Blvd,22.280143,114.167949,3.3,2022,No,Vietnamese Spring Rolls,Vietnamese,2,15.96,4.54,31.92,5.43,0.0,,37.35,9.08,6.92,0.95,1.85,1.09,0.85,37.35,12.97,24.38,9.31,65.27,Cash on Delivery,Paid,RIDER-0153,Ahmed Ahmed,22,Yes,2.6,2.3,No,iOS,No,No
FP-002070,2024-01-04,15:16,Jan-2024,Thursday,Late Delivered,CUST-00063,Thanh Lee,+69946799779,Loyal,Bangladesh,Chittagong,Nasirabad,"122 Lane 9, Nasirabad",22.315852,91.872645,REST-0041,Burger King,Fast Food,American,1953,Bangladesh,Chittagong,Nasirabad,123 Park Lane,22.327699,91.824907,3.9,2020,Yes,BBQ Bacon Burger,American,2,11.33,3.27,22.66,3.17,0.0,,25.83,6.54,4.72,0.39,0.89,1.15,0.56,25.83,8.97,16.86,6.02,65.27,Debit Card,Paid,RIDER-0135,Siti Chen,24,Yes,3.5,3.8,Yes,Android,No,No
FP-001282,2024-01-04,01:01,Jan-2024,Thursday,Delivered,CUST-00731,Anusha Wang,+64681069884,Returning,Bangladesh,Dhaka,Gulshan,"280 Avenue 13, Gulshan",23.762425,90.391033,REST-0034,Dragon Palace,Fine Dining,Chinese,2001,Bangladesh,Dhaka,Gulshan,118 Main St,23.822503,90.419381,3.4,2016,No,Wonton Soup,Chinese,1,6.57,2.1,6.57,1.17,1.49,DINNER25,6.25,2.1,1.29,0.19,1.6,0.2,0.15,7.74,4.09,2.16,0.62,27.91,Cash on Delivery,Paid,RIDER-0067,Lena Chen,18,Yes,3.6,2.9,No,Android,Yes,No
FP-000232,2024-01-04,13:00,Jan-2024,Thursday,Refunded,CUST-00733,Aisha Yamamoto,+90134075063,Returning,Pakistan,Islamabad,G-9,"248 Avenue 16, G-9",33.700293,73.079393,REST-0025,TGI Fridays,Casual Dining,American,1965,Pakistan,Islamabad,Blue Area,70 Commerce Blvd,33.766892,73.072638,4.0,2018,Yes,Crispy Chicken Sandwich,American,2,7.92,2.8,15.84,1.55,0.0,,17.39,5.6,2.73,0.36,1.04,0.57,0.52,17.39,7.57,9.82,2.83,56.47,Debit Card,Refunded,RIDER-0196,Nina Ali,60,No,4.0,2.5,Yes,iOS,No,No
FP-002109,2024-01-04,19:22,Jan-2024,Thursday,Late Delivered,CUST-00444,Maria Khan,+71952225000,Returning,Hong Kong,Hong Kong,Causeway Bay,"216 Lane 3, Causeway Bay",22.336524,114.217619,REST-0146,Pho Saigon,Casual Dining,Vietnamese,2009,Hong Kong,Hong Kong,Mong Kok,42 Commerce Blvd,22.280143,114.167949,3.3,2022,No,Che Dau Trang,Vietnamese,2,11.08,3.31,22.16,1.3,5.41,NEWUSER30,18.05,6.62,3.84,0.53,3.69,0.71,0.62,23.46,11.55,6.5,0.83,27.71,Credit Card,Paid,RIDER-0176,Sara Wang,20,Yes,3.5,2.3,No,Web,No,No
FP-001645,2024-01-04,22:06,Jan-2024,Thursday,Late Delivered,CUST-00256,Ali Ali,+84405100495,Returning,Hong Kong,Hong Kong,Central,"144 Lane 2, Central",22.369868,114.195304,REST-0144,TGI Fridays,Casual Dining,American,1965,Hong Kong,Hong Kong,Central,185 Main St,22.276779,114.145666,3.3,2019,Yes,Classic Burger,American,2,14.41,4.51,28.82,4.51,2.82,WEEKEND10,30.51,9.02,5.13,0.74,3.71,0.95,1.13,33.33,14.42,16.09,5.37,48.27,Cash on Delivery,Paid,RIDER-0087,Kim Wang,18,Yes,4.7,2.8,Yes,iOS,Yes,No
FP-000464,2024-01-04,13:20,Jan-2024,Thursday,Late Delivered,CUST-00324,Tariq Park,+81949738493,Loyal,Bangladesh,Chittagong,Agrabad,"52 Block 12, Agrabad",22.297907,91.808093,REST-0041,Burger King,Fast Food,American,1953,Bangladesh,Chittagong,Nasirabad,123 Park Lane,22.327699,91.824907,3.9,2020,Yes,Apple Pie,American,1,2.82,0.74,2.82,1.38,0.0,,4.2,0.74,0.56,0.32,2.03,0.16,0.08,4.2,3.25,0.95,-0.49,22.62,Credit Card,Paid,RIDER-0008,Ali Malik,24,Yes,4.8,4.6,Yes,iOS,No,No
FP-002160,2024-01-04,17:07,Jan-2024,Thursday,Delivered,CUST-00373,Aisha Ali,+89139711044,New,Malaysia,Kuala Lumpur,KLCC,"42 Lane 9, KLCC",3.115436,101.727588,REST-0084,Tim Hortons,Cafe,Coffee,1964,Malaysia,Kuala Lumpur,Bukit Bintang,90 Market Rd,3.100847,101.715002,4.3,2017,Yes,Croissant,Coffee,2,5.36,1.67,10.72,1.73,0.0,LUNCHSPECIAL,12.45,3.34,1.81,0.47,1.39,0.39,0.29,12.45,5.59,6.86,1.58,55.1,Cash on Delivery,Paid,RIDER-0051,Hassan Kim,25,Yes,2.8,2.6,No,Web,No,No
FP-000312,2024-01-05,19:44,Jan-2024,Friday,Refunded,CUST-00397,Ahmed Rahman,+78444898148,Returning,Hong Kong,Hong Kong,Mong Kok,"187 Street 11, Mong Kok",22.350173,114.163131,REST-0143,Tim Hortons,Cafe,Coffee,1964,Hong Kong,Hong Kong,Tsim Sha Tsui,3 Food Ave,22.33391,114.208665,3.6,2021,Yes,Vanilla Frappuccino,Coffee,2,13.45,3.89,26.9,6.03,0.0,PANDAPRO,32.93,7.78,5.91,0.45,2.12,1.36,0.75,32.93,11.71,21.22,8.76,64.44,Digital Wallet,Refunded,RIDER-0094,Omar Yamamoto,69,No,3.9,2.2,No,iOS,No,No
FP-002899,2024-01-05,13:45,Jan-2024,Friday,Delivered,CUST-00212,Lena Santos,+69916274954,Returning,Myanmar,Yangon,Bahan,"32 Block 12, Bahan",16.859763,96.228422,REST-0162,BBQ Tonight,Casual Dining,Korean,2007,Myanmar,Yangon,Kamaryut,108 Main St,16.898655,96.202306,3.9,2017,No,Korean Fried Chicken,Korean,1,9.15,2.86,9.15,1.79,0.0,FLASHDEAL,10.94,2.86,1.13,0.24,1.58,0.33,0.19,10.94,5.01,5.93,0.96,54.2,Cash on Delivery,Paid,RIDER-0086,Anusha Singh,65,No,4.4,3.9,No,Android,No,No
FP-003049,2024-01-05,20:00,Jan-2024,Friday,Delivered,CUST-00391,Aisha Lee,+91494435754,Loyal,Cambodia,Phnom Penh,BKK1,"133 Block 18, BKK1",11.514214,104.977448,REST-0160,Burger King,Fast Food,American,1953,Cambodia,Phnom Penh,BKK1,55 Market Rd,11.554904,104.974906,3.4,2019,Yes,Chicken McNuggets 10pc,American,2,5.99,1.56,11.98,1.3,2.92,NEWUSER30,10.36,3.12,2.34,0.24,1.48,0.47,0.41,13.28,5.31,5.05,1.86,38.03,Credit Card,Paid,RIDER-0180,Fatima Park,30,Yes,3.6,2.9,No,Android,No,No
FP-000944,2024-01-05,10:53,Jan-2024,Friday,Delivered,CUST-00719,Min Costa,+63586869229,New,Singapore,Singapore,Orchard,"72 Block 7, Orchard",1.336284,103.822,REST-0079,Wok & Roll,Fast Food,Chinese,2009,Singapore,Singapore,Orchard,96 Market Rd,1.249334,103.836044,3.3,2021,No,Wonton Soup,Chinese,3,13.26,3.7,39.78,4.72,0.0,,44.5,11.1,8.1,0.96,2.85,2.33,1.42,44.5,17.24,27.26,8.1,61.26,Credit Card,Paid,RIDER-0022,Juan Malik,27,Yes,3.2,3.1,No,Web,No,No
FP-002982,2024-01-05,16:47,Jan-2024,Friday,Delivered,CUST-00562,Reza Singh,+68452150647,New,Pakistan,Karachi,Clifton,"213 Block 10, Clifton",24.832101,66.99368,REST-0005,Pizza Hut,Fast Food,Italian,1958,Pakistan,Karachi,Clifton,95 Food Ave,24.856949,67.043973,3.9,2020,Yes,Caesar Salad,Italian,2,8.3,2.37,16.6,0.64,0.0,,17.24,4.74,2.38,0.46,1.25,0.9,0.38,17.24,7.35,9.89,0.79,57.37,Credit Card,Paid,RIDER-0115,Nina Park,43,No,4.7,2.2,No,Android,No,No
FP-002483,2024-01-05,08:01,Jan-2024,Friday,Cancelled,CUST-00705,Thanh Wang,+88667121569,Returning,Pakistan,Lahore,DHA,"39 Street 15, DHA",31.565308,74.340554,REST-0020,Biryani House,Fast Food,Pakistani,2008,Pakistan,Lahore,Model Town,122 Food Ave,31.491142,74.386812,3.3,2016,No,Chapli Kabab,Pakistani,1,7.76,2.49,7.76,1.15,0.67,WEEKEND10,8.24,2.49,1.39,0.24,2.08,0.32,0.25,8.91,5.13,3.11,0.15,34.9,Digital Wallet,Refunded,RIDER-0122,Zara Suzuki,0,N/A,3.8,,Yes,Android,No,No
FP-003566,2024-01-05,14:42,Jan-2024,Friday,Refunded,CUST-00434,David Kim,+91314939857,Returning,Singapore,Singapore,Marina,"30 Street 9, Marina",1.251434,103.847343,REST-0080,Sushi King,Casual Dining,Japanese,1995,Singapore,Singapore,Marina,110 Main St,1.270551,103.869944,4.4,2016,Yes,Salmon Sashimi,Japanese,3,22.7,6.41,68.1,5.18,6.08,WEEKEND10,67.2,19.23,11.11,0.39,1.79,2.44,2.5,73.28,23.85,43.35,14.17,59.16,Cash on Delivery,Refunded,RIDER-0054,Thanh Silva,20,Yes,3.4,3.4,No,Web,No,No
FP-002799,2024-01-05,00:12,Jan-2024,Friday,Delivered,CUST-00404,Juan Park,+88145478504,Loyal,Bangladesh,Dhaka,Banani,"193 Avenue 9, Banani",23.827051,90.421958,REST-0033,Subway,Fast Food,American,1965,Bangladesh,Dhaka,Gulshan,93 Food Ave,23.787596,90.389975,4.8,2021,Yes,Chicken McNuggets 10pc,American,4,7.43,2.31,29.72,0.65,0.0,FREEDELIVERY,30.37,9.24,5.32,0.21,0.92,1.39,1.04,30.37,11.76,18.61,4.49,61.28,Cash on Delivery,Paid,RIDER-0048,Siti Nguyen,65,No,2.7,2.0,No,iOS,Yes,No
FP-001199,2024-01-05,07:47,Jan-2024,Friday,Delivered,CUST-00018,Priya Lee,+83822443971,Loyal,Malaysia,Penang,Batu Ferringhi,"183 Street 15, Batu Ferringhi",5.428974,100.294757,REST-0096,Pad Thai Street,Fast Food,Thai,2010,Malaysia,Penang,Batu Ferringhi,30 Commerce Blvd,5.383864,100.304448,4.2,2016,No,Pad Thai,Thai,5,11.57,3.44,57.85,2.98,0.0,LUNCHSPECIAL,60.83,17.2,10.42,0.26,1.98,3.99,2.3,60.83,23.43,37.4,9.47,61.48,Cash on Delivery,Paid,RIDER-0182,Fatima Sharma,29,Yes,3.8,3.0,No,Android,No,No
FP-001912,2024-01-05,15:20,Jan-2024,Friday,Late Delivered,CUST-00428,Raj Sharma,+93515524530,Returning,Taiwan,Taipei,Zhongzheng,"121 Avenue 7, Zhongzheng",25.053168,121.586719,REST-0125,Domino's,Fast Food,Italian,1960,Taiwan,Taipei,Xinyi,71 Food Ave,25.032666,121.545394,4.0,2017,Yes,Margherita Pizza,Italian,1,12.05,3.24,12.05,0.85,0.0,,12.9,3.24,2.32,0.25,1.94,0.68,0.26,12.9,6.11,6.79,0.56,52.64,Debit Card,Paid,RIDER-0127,Ali Kim,20,Yes,4.4,3.4,No,Android,No,No
FP-001868,2024-01-05,01:00,Jan-2024,Friday,Delivered,CUST-00456,Fatima Silva,+85869801588,Loyal,Pakistan,Lahore,Model Town,"106 Lane 7, Model Town",31.569303,74.388429,REST-0017,Tim Hortons,Cafe,Coffee,1964,Pakistan,Lahore,Gulberg,168 Main St,31.499997,74.382806,3.4,2019,Yes,Croissant,Coffee,1,3.79,1.21,3.79,0.62,0.0,,4.41,1.21,0.52,0.42,1.22,0.16,0.15,4.41,3.01,1.4,-0.51,31.75,Credit Card,Paid,RIDER-0109,Priya Silva,63,No,3.5,2.8,No,Android,Yes,No
FP-000337,2024-01-06,10:01,Jan-2024,Saturday,Delivered,CUST-00563,Fatima Hassan,+99442019016,Returning,Bangladesh,Dhaka,Banani,"82 Avenue 2, Banani",23.832373,90.403286,REST-0036,McDonald's,Fast Food,American,1940,Bangladesh,Dhaka,Dhanmondi,35 Food Ave,23.841548,90.445951,3.7,2021,Yes,Apple Pie,American,1,3.29,0.95,3.29,2.28,0.0,FREEDELIVERY,5.57,0.95,0.4,0.34,1.18,0.12,0.1,5.57,2.59,2.98,1.14,53.5,Debit Card,Paid,RIDER-0125,Zara Santos,56,No,3.4,2.3,Yes,Web,No,Yes
FP-002257,2024-01-06,01:56,Jan-2024,Saturday,Refunded,CUST-00230,Lena Wong,+65760360225,New,Malaysia,Kuala Lumpur,KLCC,"248 Street 17, KLCC",3.140984,101.697084,REST-0089,The Burger Lab,Fast Food,American,2015,Malaysia,Kuala Lumpur,Bukit Bintang,166 Main St,3.150952,101.724784,4.5,2022,No,Loaded Fries,American,1,8.17,2.24,8.17,2.8,1.62,PANDA20,9.35,2.24,1.43,0.57,1.46,0.32,0.28,10.97,4.59,4.76,2.16,43.39,Debit Card,Refunded,RIDER-0134,Omar Costa,21,Yes,2.6,3.2,No,Android,Yes,Yes
FP-000649,2024-01-06,08:33,Jan-2024,Saturday,Delivered,CUST-00459,Sofia Cruz,+86984053945,Returning,Thailand,Bangkok,Silom,"112 Avenue 19, Silom",13.75862,100.480449,REST-0053,Yoshinoya,Fast Food,Japanese,1899,Thailand,Bangkok,Sukhumvit,148 Main St,13.720578,100.545233,4.6,2020,Yes,Salmon Sashimi,Japanese,3,14.8,4.07,44.4,2.74,0.0,FLASHDEAL,47.14,12.21,8.85,0.58,2.24,2.74,1.73,47.14,17.77,29.37,7.76,62.3,Debit Card,Paid,RIDER-0125,Zara Santos,59,No,4.6,4.1,No,iOS,No,Yes
FP-001222,2024-01-06,06:51,Jan-2024,Saturday,Refunded,CUST-00003,Reza Tan,+93638798023,Returning,Singapore,Singapore,Bugis,"216 Avenue 9, Bugis",1.320618,103.837476,REST-0071,Tim Hortons,Cafe,Coffee,1964,Singapore,Singapore,Tanjong Pagar,116 Main St,1.30324,103.862781,4.3,2022,Yes,Croissant,Coffee,2,7.83,2.74,15.66,1.19,3.87,NEWUSER30,12.98,5.48,3.12,0.34,3.65,0.97,0.55,16.85,10.44,2.54,-0.1,15.07,Cash on Delivery,Refunded,RIDER-0061,Tariq Ali,25,Yes,2.5,2.1,Yes,Android,No,Yes
FP-000084,2024-01-06,15:11,Jan-2024,Saturday,Delivered,CUST-00482,Wei Chen,+92788255012,Loyal,Pakistan,Lahore,DHA,"51 Avenue 16, DHA",31.517927,74.379802,REST-0015,McDonald's,Fast Food,American,1940,Pakistan,Lahore,Model Town,65 Food Ave,31.48489,74.319193,3.7,2019,Yes,Apple Pie,American,1,3.25,0.86,3.25,2.24,0.0,,5.49,0.86,0.69,0.53,2.08,0.21,0.09,5.49,3.68,1.81,0.2,32.97,Credit Card,Paid,RIDER-0136,Siti Nguyen,43,No,3.1,3.7,Yes,Android,No,Yes
FP-002183,2024-01-06,02:23,Jan-2024,Saturday,Delivered,CUST-00395,Min Santos,+87746879296,New,Hong Kong,Hong Kong,Central,"61 Block 5, Central",22.333877,114.162511,REST-0144,TGI Fridays,Casual Dining,American,1965,Hong Kong,Hong Kong,Central,185 Main St,22.276779,114.145666,3.3,2019,Yes,Double Cheeseburger,American,2,18.02,6.39,36.04,1.16,0.0,,37.2,12.78,7.72,0.96,1.89,2.52,1.36,37.2,18.15,19.05,4.87,51.21,Cash on Delivery,Paid,RIDER-0172,Thanh Chen,62,No,4.3,4.3,Yes,Android,Yes,Yes
FP-001969,2024-01-06,20:41,Jan-2024,Saturday,Delivered,CUST-00429,Ali Nguyen,+95226444910,New,Taiwan,Taichung,Beitun,"134 Block 5, Beitun",24.133438,120.703449,REST-0136,Starbucks,Cafe,Coffee,1971,Taiwan,Taichung,Xitun,88 Market Rd,24.19179,120.640146,4.8,2022,Yes,Caffe Latte,Coffee,1,6.83,2.18,6.83,3.23,0.55,WEEKEND10,9.51,2.18,1.48,0.44,2.85,0.38,0.23,10.06,5.85,3.66,1.27,36.38,Digital Wallet,Paid,RIDER-0085,Tariq Sharma,58,No,4.9,3.7,Yes,iOS,No,Yes
FP-000121,2024-01-07,22:58,Jan-2024,Sunday,Delivered,CUST-00707,Omar Singh,+96220483278,Loyal,Bangladesh,Dhaka,Banani,"9 Street 1, Banani",23.773511,90.37908,REST-0039,The Tandoor,Casual Dining,Indian,2003,Bangladesh,Dhaka,Dhanmondi,52 Park Lane,23.799294,90.371389,4.9,2017,No,Butter Chicken,Indian,2,10.99,2.98,21.98,1.88,0.0,PANDAPRO,23.86,5.96,4.76,0.39,1.48,1.2,0.87,23.86,9.03,14.83,4.44,62.15,Cash on Delivery,Paid,RIDER-0023,David Singh,26,Yes,3.0,3.9,No,iOS,Yes,Yes
FP-002580,2024-01-07,18:01,Jan-2024,Sunday,Refunded,CUST-00274,David Malik,+81922653967,Returning,Thailand,Bangkok,Silom,"251 Lane 9, Silom",13.774428,100.551404,REST-0054,Crispy Wings,Fast Food,American,2016,Thailand,Bangkok,Silom,30 Food Ave,13.718696,100.502598,4.3,2019,No,Crispy Chicken Sandwich,American,2,8.97,2.82,17.94,2.19,1.75,WEEKEND10,18.38,5.64,3.73,0.23,0.9,0.57,0.7,20.13,7.34,11.04,4.92,54.84,Digital Wallet,Refunded,RIDER-0153,Ahmed Ahmed,45,No,4.5,4.3,No,Android,No,Yes
FP-000961,2024-01-07,23:45,Jan-2024,Sunday,Cancelled,CUST-00124,Zara Lee,+63408839723,Returning,Hong Kong,Hong Kong,Central,"109 Avenue 18, Central",22.282706,114.178103,REST-0148,Wok & Roll,Fast Food,Chinese,2009,Hong Kong,Hong Kong,Central,87 Park Lane,22.28609,114.1275,4.9,2019,No,Fried Rice (Yangzhou),Chinese,5,16.01,4.72,80.05,5.57,0.0,PANDAPRO,85.62,23.6,14.99,0.66,4.29,2.85,2.97,85.62,31.4,54.22,15.73,63.33,Digital Wallet,Refunded,RIDER-0166,Omar Chaudhry,0,N/A,2.9,,No,iOS,Yes,Yes
FP-002120,2024-01-07,17:15,Jan-2024,Sunday,Delivered,CUST-00612,Juan Liu,+95954059995,Loyal,Malaysia,Kuala Lumpur,KLCC,"104 Block 1, KLCC",3.152185,101.701043,REST-0083,Burger King,Fast Food,American,1953,Malaysia,Kuala Lumpur,KLCC,165 Market Rd,3.113713,101.727346,3.3,2020,Yes,Apple Pie,American,1,3.83,1.03,3.83,1.83,0.0,,5.66,1.03,0.58,0.54,1.24,0.19,0.1,5.66,3.0,2.66,0.54,47.0,FoodPanda Credits,Paid,RIDER-0118,Min Park,62,No,3.6,3.7,Yes,Android,No,Yes
FP-003226,2024-01-07,14:33,Jan-2024,Sunday,Late Delivered,CUST-00585,Ahmed Malik,+75133898577,Returning,Myanmar,Yangon,Kamaryut,"139 Block 17, Kamaryut",16.8936,96.181404,REST-0164,Dunkin',Cafe,Coffee,1950,Myanmar,Yangon,Sanchaung,106 Food Ave,16.848609,96.193563,3.9,2019,Yes,Vanilla Frappuccino,Coffee,2,4.98,1.37,9.96,0.45,1.49,SAVE15,8.92,2.74,1.96,0.35,0.97,0.67,0.21,10.41,4.73,4.19,0.63,40.25,Cash on Delivery,Paid,RIDER-0199,Raj Chaudhry,72,No,3.7,4.7,Yes,Web,No,Yes
FP-000543,2024-01-07,17:07,Jan-2024,Sunday,Refunded,CUST-00780,Sara Costa,+91150341410,Loyal,Thailand,Chiang Mai,Santitham,"213 Block 1, Santitham",18.751832,98.98721,REST-0064,Pad Thai Street,Fast Food,Thai,2010,Thailand,Chiang Mai,Old City,139 Main St,18.766789,98.994311,4.5,2019,No,Mango Sticky Rice,Thai,1,6.58,1.88,6.58,2.42,0.0,,9.0,1.88,1.08,0.4,2.18,0.46,0.19,9.0,4.92,4.08,0.65,45.33,Credit Card,Refunded,RIDER-0005,Thanh Rahman,59,No,2.8,4.3,No,Android,No,Yes
FP-003038,2024-01-07,00:00,Jan-2024,Sunday,Delivered,CUST-00740,Emma Khan,+65833076128,Returning,Myanmar,Yangon,Kamaryut,"60 Lane 5, Kamaryut",16.899924,96.160538,REST-0169,Pad Thai Street,Fast Food,Thai,2010,Myanmar,Yangon,Sanchaung,187 Commerce Blvd,16.864311,96.222582,4.2,2016,No,Mango Sticky Rice,Thai,2,5.08,1.44,10.16,2.46,0.0,LUNCHSPECIAL,12.62,2.88,1.3,0.26,1.6,0.55,0.28,12.62,5.29,7.33,1.63,58.08,Cash on Delivery,Paid,RIDER-0050,Juan Lee,26,Yes,4.3,4.2,Yes,iOS,Yes,Yes
